,gene_name,uniprot_ID,permutation risk,permutation prot
0,ARHGAP10,A1A4S6,27.372627372627374,94.3056943056943
,gene_name,uniprot_ID,permutation risk,permutation prot
0,CCDC189,A1A4V9,94.9050949050949,37.362637362637365
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ANO9,A1A5B4,2.5974025974025974,27.772227772227772
,gene_name,uniprot_ID,permutation risk,permutation prot
0,SLC22A23,A1A5C7,79.52047952047953,37.66233766233766
,gene_name,uniprot_ID,permutation risk,permutation prot
0,BICDL2,A1A5D9,19.08091908091908,75.42457542457542
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ARHGEF37,A1IGU5,48.25174825174825,56.14385614385614
,gene_name,uniprot_ID,permutation risk,permutation prot
0,PXDNL,A1KZ92,53.34665334665335,28.17182817182817
,gene_name,uniprot_ID,permutation risk,permutation prot
0,MEX3A,A1L020,,50.14985014985015
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ILVBL,A1L0T0,75.22477522477523,24.175824175824175
,gene_name,uniprot_ID,permutation risk,permutation prot
0,TSPAN11,A1L157,38.26173826173826,83.21678321678321
,gene_name,uniprot_ID,permutation risk,permutation prot
0,SYCE3,A1L190,66.68331668331669,
,gene_name,uniprot_ID,permutation risk,permutation prot
0,PLEKHG3,A1L390,28.07192807192807,3.4965034965034967
,gene_name,uniprot_ID,permutation risk,permutation prot
0,SSC5D,A1L4H1,5.694305694305695,97.40259740259741
,gene_name,uniprot_ID,permutation risk,permutation prot
0,FSD2,A1L4K1,0.2997002997002997,25.574425574425575
,gene_name,uniprot_ID,permutation risk,permutation prot
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ZC3H12D,A2A288,59.94005994005994,69.33066933066934
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ANKRD18B,A2A2Z9,84.61538461538461,42.75724275724276
,gene_name,uniprot_ID,permutation risk,permutation prot
0,MAGEB16,A2A368,14.985014985014985,85.21478521478521
,gene_name,uniprot_ID,permutation risk,permutation prot
0,PTPDC1,A2A3K4,36.26373626373626,54.44555444555444
,gene_name,uniprot_ID,permutation risk,permutation prot
0,DYTN,A2CJ06,84.51548451548452,4.395604395604396
,gene_name,uniprot_ID,permutation risk,permutation prot
0,HFM1,A2PYH4,69.13086913086913,41.858141858141856
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ZNF320,A2RRD8,75.82417582417582,22.07792207792208
,gene_name,uniprot_ID,permutation risk,permutation prot
0,WDR27,A2RRH5,50.94905094905095,28.87112887112887
,gene_name,uniprot_ID,permutation risk,permutation prot
0,HEATR9,A2RTY3,82.21778221778222,11.588411588411589
,gene_name,uniprot_ID,permutation risk,permutation prot
0,HYKK,A2RU49,51.24875124875125,53.84615384615385
,gene_name,uniprot_ID,permutation risk,permutation prot
0,FAM234B,A2RU67,58.54145854145854,8.991008991008991
,gene_name,uniprot_ID,permutation risk,permutation prot
0,MEIOC,A2RUB1,5.344655344655345,48.95104895104895
,gene_name,uniprot_ID,permutation risk,permutation prot
0,MYBPHL,A2RUH7,4.895104895104895,84.31568431568432
,gene_name,uniprot_ID,permutation risk,permutation prot
0,CCDC144A,A2RUR9,11.288711288711289,92.70729270729271
,gene_name,uniprot_ID,permutation risk,permutation prot
0,DENND3,A2RUS2,98.1018981018981,6.993006993006993
