,gene_name,uniprot_ID,permutation risk,permutation prot
0,ARHGAP10,A1A4S6,26.573426573426573,93.3066933066933
,gene_name,uniprot_ID,permutation risk,permutation prot
0,CCDC189,A1A4V9,94.9050949050949,37.362637362637365
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ANO9,A1A5B4,2.2977022977022976,28.27172827172827
,gene_name,uniprot_ID,permutation risk,permutation prot
0,SLC22A23,A1A5C7,80.71928071928072,39.56043956043956
,gene_name,uniprot_ID,permutation risk,permutation prot
0,BICDL2,A1A5D9,20.77922077922078,73.92607392607393
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ARHGEF37,A1IGU5,45.45454545454545,59.94005994005994
,gene_name,uniprot_ID,permutation risk,permutation prot
0,PXDNL,A1KZ92,53.34665334665335,28.17182817182817
,gene_name,uniprot_ID,permutation risk,permutation prot
0,MEX3A,A1L020,,50.14985014985015
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ILVBL,A1L0T0,75.32467532467533,23.776223776223777
,gene_name,uniprot_ID,permutation risk,permutation prot
0,TSPAN11,A1L157,38.26173826173826,83.21678321678321
,gene_name,uniprot_ID,permutation risk,permutation prot
0,SYCE3,A1L190,66.68331668331669,
,gene_name,uniprot_ID,permutation risk,permutation prot
0,PLEKHG3,A1L390,28.67132867132867,4.095904095904096
,gene_name,uniprot_ID,permutation risk,permutation prot
0,SSC5D,A1L4H1,4.895104895104895,98.1018981018981
,gene_name,uniprot_ID,permutation risk,permutation prot
0,FSD2,A1L4K1,0.2997002997002997,27.172827172827173
,gene_name,uniprot_ID,permutation risk,permutation prot
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ZC3H12D,A2A288,61.13886113886114,67.23276723276723
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ANKRD18B,A2A2Z9,86.61338661338661,44.255744255744254
,gene_name,uniprot_ID,permutation risk,permutation prot
0,MAGEB16,A2A368,19.88011988011988,80.51948051948052
,gene_name,uniprot_ID,permutation risk,permutation prot
0,PTPDC1,A2A3K4,37.862137862137864,54.645354645354644
,gene_name,uniprot_ID,permutation risk,permutation prot
0,DYTN,A2CJ06,84.51548451548452,4.395604395604396
,gene_name,uniprot_ID,permutation risk,permutation prot
0,HFM1,A2PYH4,72.32767232767233,39.260739260739264
,gene_name,uniprot_ID,permutation risk,permutation prot
0,ZNF320,A2RRD8,78.32167832167832,21.57842157842158
,gene_name,uniprot_ID,permutation risk,permutation prot
0,WDR27,A2RRH5,50.94905094905095,28.87112887112887
,gene_name,uniprot_ID,permutation risk,permutation prot
0,HEATR9,A2RTY3,80.61938061938062,11.888111888111888
,gene_name,uniprot_ID,permutation risk,permutation prot
0,HYKK,A2RU49,51.24875124875125,53.84615384615385
,gene_name,uniprot_ID,permutation risk,permutation prot
0,FAM234B,A2RU67,58.54145854145854,8.991008991008991
,gene_name,uniprot_ID,permutation risk,permutation prot
0,MEIOC,A2RUB1,5.344655344655345,48.95104895104895
,gene_name,uniprot_ID,permutation risk,permutation prot
0,MYBPHL,A2RUH7,4.895104895104895,84.31568431568432
,gene_name,uniprot_ID,permutation risk,permutation prot
0,CCDC144A,A2RUR9,11.988011988011989,91.4085914085914
,gene_name,uniprot_ID,permutation risk,permutation prot
0,DENND3,A2RUS2,97.7022977022977,8.591408591408591
,gene_name,uniprot_ID,permutation risk,permutation prot
0,CLPSL1,A2RUU4,55.994005994005995,74.22577422577423
,gene_name,uniprot_ID,permutation risk,permutation prot
0,DCDC2B,A2VCK2,82.81718281718281,0.6493506493506493
,gene_name,uniprot_ID,permutation risk,permutation prot
0,FUOM,A2VDF0,10.989010989010989,97.3026973026973
,gene_name,uniprot_ID,permutation risk,permutation prot
0,VWA8,A3KMH1,59.84015984015984,50.44955044955045
,gene_name,uniprot_ID,permutation risk,permutation prot
